"Nom géographique";"Abréviation du nom du genre de région géographique";"Population, 2021";"Population, 2016";"Variation en pourcentage de la population, 2016 à 2021";"Total des logements privés, 2021";"Total des logements privés, 2016";"Variation en pourcentage du total des logements privés, 2016 à 2021";"Logements privés occupés par des résidents habituels, 2021";"Logements privés occupés par des résidents habituels, 2016";"Variation en pourcentage des logements privés occupés par des résidents habituels, 2016 à 2021";"Superficie des terres en kilomètres carrés, 2021";"Densité de population au kilomètre carré, 2021";"Classement national de la population, 2021";"Classement provincial et territorial de la population, 2021"
"Waltham";"MÉ";"387";"378";"2,4";"232";"222";"4,5";"175";"163";"7,4";"360,19";"1,1";"3 216";"1 001"
"Cap-Santé 5";"V";"3 594";"3 410";"5,4";"1 589";"1 532";"3,7";"1 509";"1 446";"4,4";"54,49";"66,0";"918";"236"
"Deschambault-Grondines";"MÉ";"2 235";"2 220";"0,7";"1 169";"1 137";"2,8";"1 044";"998";"4,6";"124,02";"18,0";"1 287";"374"
"Donnacona";"V";"7 436";"7 200";"3,3";"3 410";"3 180";"7,2";"3 300";"3 111";"6,1";"20,20";"368,2";"555";"136"
"Lac-Blanc 3";"NO";"0";"0";"...";"6";"0";"...";"0";"0";"...";"549,55";"0,0";"4 831";"1 194"
"Lac-Lapeyrère";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"376,66";"0,0";"4 831";"1 194"
"Lac-Sergent";"V";"541";"497";"8,9";"432";"457";"-5,5";"263";"228";"15,4";"3,72";"145,3";"2 842";"895"
"Linton";"NO";"10";"0";"...";"49";"45";"8,9";"7";"1";"600,0";"429,62";"0,0";"4 722";"1 179"
"Neuville";"V";"4 475";"4 392";"1,9";"1 967";"1 898";"3,6";"1 889";"1 817";"4,0";"71,92";"62,2";"792";"202"
"Pont-Rouge";"V";"10 121";"9 240";"9,5";"4 344";"3 939";"10,3";"4 178";"3 760";"11,1";"121,12";"83,6";"423";"109"
"Portneuf";"V";"3 329";"3 187";"4,5";"1 696";"1 658";"2,3";"1 609";"1 545";"4,1";"109,10";"30,5";"965";"252"
"Rivière-à-Pierre";"MÉ";"625";"584";"7,0";"609";"605";"0,7";"328";"278";"18,0";"515,62";"1,2";"2 668";"851"
"Saint-Alban";"MÉ";"1 196";"1 198";"-0,2";"776";"737";"5,3";"582";"551";"5,6";"148,47";"8,1";"1 901";"580"
"Saint-Basile 5";"V";"2 709";"2 621";"3,4";"1 327";"1 290";"2,9";"1 262";"1 213";"4,0";"98,84";"27,4";"1 127";"308"
"Saint-Casimir";"MÉ";"1 449";"1 430";"1,3";"755";"755";"0,0";"693";"652";"6,3";"66,50";"21,8";"1 698";"514"
"Saint-Gilbert";"PE";"283";"296";"-4,4";"122";"123";"-0,8";"117";"113";"3,5";"37,44";"7,6";"3 567";"1 076"
"Saint-Léonard-de-Portneuf 3";"MÉ";"1 140";"1 113";"2,4";"659";"673";"-2,1";"523";"510";"2,5";"141,80";"8,0";"1 959";"604"
"Saint-Marc-des-Carrières";"V";"2 901";"2 911";"-0,3";"1 393";"1 361";"2,4";"1 342";"1 291";"4,0";"17,29";"167,8";"1 067";"283"
"Saint-Raymond 3";"V";"11 108";"10 358";"7,2";"5 752";"5 475";"5,1";"4 972";"4 528";"9,8";"666,20";"16,7";"389";"103"
"Saint-Thuribe";"PE";"298";"286";"4,2";"158";"172";"-8,1";"133";"128";"3,9";"51,00";"5,8";"3 515";"1 060"
"Saint-Ubalde";"MÉ";"1 456";"1 412";"3,1";"1 055";"1 047";"0,8";"735";"689";"6,7";"140,72";"10,3";"1 694";"513"
"Sainte-Christine-d'Auvergne 3";"MÉ";"617";"551";"12,0";"485";"502";"-3,4";"323";"290";"11,4";"143,60";"4,3";"2 681";"855"
"L'Ancienne-Lorette";"V";"16 970";"16 543";"2,6";"7 516";"7 120";"5,6";"7 314";"6 989";"4,7";"7,72";"2 197,0";"270";"70"
"Notre-Dame-des-Anges";"PE";"241";"318";"-24,2";"0";"0";"...";"0";"0";"...";"0,04";"6 478,5";"3 718";"1 095"
"Québec";"V";"549 459";"531 902";"3,3";"283 219";"266 409";"6,3";"265 711";"252 043";"5,4";"452,30";"1 214,8";"12";"2"
"Saint-Augustin-de-Desmaures";"V";"19 907";"18 820";"5,8";"8 453";"7 678";"10,1";"8 143";"7 187";"13,3";"85,80";"232,0";"228";"58"
"Wendake";"IRI";"2 200";"2 134";"3,1";"1 059";"973";"8,8";"1 019";"925";"10,2";"1,74";"1 262,0";"1 301";"376"
"Esprit-Saint";"MÉ";"340";"341";"-0,3";"198";"209";"-5,3";"173";"171";"1,2";"168,96";"2,0";"3 384";"1 034"
"La Trinité-des-Monts";"PE";"233";"223";"4,5";"167";"173";"-3,5";"128";"119";"7,6";"233,07";"1,0";"3 735";"1 098"
"Lac-Huron 3";"NO";"30";"10";"200,0";"125";"147";"-15,0";"21";"8";"162,5";"960,57";"0,0";"4 592";"1 169"
"Rimouski 4";"V";"48 935";"48 664";"0,6";"24 849";"24 262";"2,4";"23 470";"22 601";"3,8";"339,13";"144,3";"107";"23"
"Saint-Anaclet-de-Lessard";"PE";"3 019";"3 071";"-1,7";"1 324";"1 324";"0,0";"1 275";"1 256";"1,5";"126,37";"23,9";"1 041";"273"
"Saint-Eugène-de-Ladrière 3";"PE";"413";"378";"9,3";"190";"184";"3,3";"183";"170";"7,6";"331,36";"1,2";"3 136";"982"
"Saint-Fabien";"PE";"1 834";"1 837";"-0,2";"1 171";"1 129";"3,7";"867";"821";"5,6";"119,92";"15,3";"1 454";"424"
"Saint-Marcellin";"PE";"397";"353";"12,5";"324";"324";"0,0";"213";"188";"13,3";"117,19";"3,4";"3 189";"993"
"Saint-Narcisse-de-Rimouski";"PE";"1 084";"961";"12,8";"667";"642";"3,9";"495";"446";"11,0";"162,40";"6,7";"2 014";"626"
"Saint-Valérien 7";"PE";"906";"835";"8,5";"459";"429";"7,0";"378";"341";"10,9";"145,02";"6,2";"2 236";"703"
"Cacouna";"MÉ";"1 848";"1 803";"2,5";"954";"926";"3,0";"855";"792";"8,0";"62,75";"29,4";"1 443";"423"
"L'Isle-Verte";"MÉ";"1 356";"1 294";"4,8";"697";"675";"3,3";"643";"615";"4,6";"119,15";"11,4";"1 771";"543"
"Notre-Dame-des-Sept-Douleurs";"PE";"71";"36";"97,2";"117";"127";"-7,9";"46";"20";"130,0";"11,53";"6,2";"4 402";"1 158"
"Notre-Dame-du-Portage";"MÉ";"1 296";"1 151";"12,6";"748";"693";"7,9";"597";"531";"12,4";"40,06";"32,4";"1 817";"563"
"Rivière-du-Loup";"V";"20 118";"19 507";"3,1";"10 045";"9 772";"2,8";"9 482";"9 071";"4,5";"83,74";"240,2";"224";"57"
"Saint-Antonin";"MÉ";"4 338";"4 049";"7,1";"1 990";"1 681";"18,4";"1 889";"1 618";"16,7";"175,93";"24,7";"808";"206"
"Saint-Arsène";"PE";"1 245";"1 230";"1,2";"479";"468";"2,4";"468";"460";"1,7";"70,81";"17,6";"1 853";"569"
"Saint-Cyprien";"MÉ";"1 078";"1 066";"1,1";"502";"479";"4,8";"448";"425";"5,4";"138,43";"7,8";"2 019";"628"
"Saint-François-Xavier-de-Viger";"MÉ";"247";"245";"0,8";"137";"140";"-2,1";"118";"111";"6,3";"111,27";"2,2";"3 691";"1 091"
"Saint-Hubert-de-Rivière-du-Loup";"MÉ";"1 412";"1 279";"10,4";"1 019";"1 010";"0,9";"646";"564";"14,5";"192,20";"7,3";"1 729";"524"
"Saint-Modeste";"MÉ";"1 180";"1 162";"1,5";"480";"470";"2,1";"446";"435";"2,5";"109,72";"10,8";"1 921";"588"
"Saint-Paul-de-la-Croix";"PE";"313";"309";"1,3";"182";"185";"-1,6";"156";"153";"2,0";"78,42";"4,0";"3 465";"1 050"
"Saint-Épiphane";"MÉ";"836";"827";"1,1";"390";"393";"-0,8";"369";"360";"2,5";"82,85";"10,1";"2 323";"739"
"Beauceville 5";"V";"6 185";"6 291";"-1,7";"2 875";"2 841";"1,2";"2 723";"2 731";"-0,3";"164,59";"37,6";"632";"159"
"Saint-Alfred 5";"MÉ";"519";"482";"7,7";"241";"242";"-0,4";"208";"198";"5,1";"43,49";"11,9";"2 890";"909"
"Saint-Frédéric 5";"PE";"1 065";"997";"6,8";"443";"446";"-0,7";"422";"417";"1,2";"72,35";"14,7";"2 035";"635"
"Saint-Joseph-de-Beauce 5";"V";"5 014";"4 858";"3,2";"2 219";"2 132";"4,1";"2 130";"2 057";"3,5";"114,70";"43,7";"736";"186"
"Saint-Joseph-des-Érables";"MÉ";"377";"410";"-8,0";"154";"163";"-5,5";"148";"150";"-1,3";"51,43";"7,3";"3 255";"1 011"
"Saint-Jules";"PE";"547";"539";"1,5";"215";"241";"-10,8";"204";"207";"-1,4";"55,73";"9,8";"2 822";"888"
"Saint-Odilon-de-Cranbourne";"PE";"1 407";"1 374";"2,4";"604";"585";"3,2";"565";"538";"5,0";"130,61";"10,8";"1 733";"525"
"Saint-Séverin";"PE";"300";"278";"7,9";"191";"188";"1,6";"143";"125";"14,4";"58,92";"5,1";"3 510";"1 059"
"Saint-Victor";"MÉ";"2 313";"2 448";"-5,5";"1 198";"1 222";"-2,0";"1 025";"973";"5,3";"120,45";"19,2";"1 256";"359"
"Tring-Jonction 5";"VL";"1 526";"1 448";"5,4";"687";"637";"7,8";"657";"605";"8,6";"27,32";"55,9";"1 649";"501"
"Candiac";"V";"22 997";"21 047";"9,3";"8 960";"7 925";"13,1";"8 731";"7 832";"11,5";"17,27";"1 331,3";"194";"50"
"Châteauguay";"V";"50 815";"47 906";"6,1";"20 412";"19 366";"5,4";"19 917";"18 798";"6,0";"34,31";"1 481,2";"103";"21"
"Delson";"V";"8 328";"7 457";"11,7";"3 561";"2 950";"20,7";"3 479";"2 887";"20,5";"7,64";"1 089,6";"496";"125"
"Kahnawake 6";"IRI";"..";"..";"..";"..";"..";"..";"..";"..";"..";"49,34";"..";"..";".."
"La Prairie";"V";"26 406";"24 110";"9,5";"11 309";"9 947";"13,7";"11 049";"9 697";"13,9";"43,47";"607,4";"174";"43"
"Léry";"V";"2 390";"2 318";"3,1";"1 034";"1 052";"-1,7";"989";"973";"1,6";"10,36";"230,7";"1 231";"347"
"Mercier";"V";"14 626";"13 115";"11,5";"5 472";"4 932";"10,9";"5 398";"4 839";"11,6";"45,96";"318,2";"297";"76"
"Saint-Constant";"V";"29 954";"27 359";"9,5";"11 502";"10 282";"11,9";"11 313";"10 111";"11,9";"57,06";"524,9";"159";"39"
"Saint-Isidore";"PE";"2 769";"2 608";"6,2";"1 094";"1 047";"4,5";"1 072";"1 026";"4,5";"52,29";"53,0";"1 104";"297"
"Saint-Mathieu";"MÉ";"2 339";"2 156";"8,5";"951";"895";"6,3";"937";"860";"9,0";"31,41";"74,5";"1 248";"354"
"Saint-Philippe";"V";"7 597";"6 320";"20,2";"2 921";"2 627";"11,2";"2 856";"2 490";"14,7";"61,96";"122,6";"537";"133"
"Sainte-Catherine";"V";"17 347";"17 047";"1,8";"7 016";"6 845";"2,5";"6 909";"6 751";"2,3";"9,37";"1 851,4";"265";"68"
"Ange-Gardien";"MÉ";"2 889";"2 699";"7,0";"1 143";"1 069";"6,9";"1 114";"1 036";"7,5";"90,21";"32,0";"1 073";"285"
"Marieville";"V";"11 332";"10 725";"5,7";"4 776";"4 519";"5,7";"4 678";"4 388";"6,6";"63,23";"179,2";"380";"99"
"Richelieu";"V";"5 742";"5 236";"9,7";"2 506";"2 247";"11,5";"2 414";"2 160";"11,8";"30,96";"185,4";"673";"172"
"Rougemont";"MÉ";"2 696";"2 755";"-2,1";"1 149";"1 205";"-4,6";"1 117";"1 101";"1,5";"43,91";"61,4";"1 131";"310"
"Saint-Césaire";"V";"5 972";"5 877";"1,6";"2 641";"2 555";"3,4";"2 548";"2 490";"2,3";"83,06";"71,9";"652";"165"
"Saint-Mathias-sur-Richelieu";"MÉ";"4 544";"4 531";"0,3";"2 022";"1 959";"3,2";"1 974";"1 910";"3,4";"47,02";"96,6";"784";"199"
"Saint-Paul-d'Abbotsford";"MÉ";"2 886";"2 890";"-0,1";"1 216";"1 192";"2,0";"1 181";"1 154";"2,3";"79,60";"36,3";"1 075";"287"
"Sainte-Angèle-de-Monnoir";"MÉ";"1 828";"1 823";"0,3";"746";"724";"3,0";"729";"700";"4,1";"44,80";"40,8";"1 455";"425"
"Rouyn-Noranda";"V";"42 313";"42 334";"0,0";"20 874";"20 568";"1,5";"19 282";"18 851";"2,3";"5 963,57";"7,1";"124";"29"
"Caniapiscau";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"30 108,23";"0,0";"4 831";"1 194"
"Fermont";"V";"2 256";"2 474";"-8,8";"1 538";"1 638";"-6,1";"976";"1 061";"-8,0";"451,12";"5,0";"1 272";"367"
"Kawawachikamach";"TK";"641";"601";"6,7";"203";"174";"16,7";"194";"161";"20,5";"32,51";"19,7";"2 643";"842"
"Lac-John";"IRI";"21";"33";"-36,4";"12";"13";"-7,7";"11";"11";"0,0";"0,50";"41,6";"4 652";"1 174"
"Lac-Juillet";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"2 865,50";"0,0";"4 831";"1 194"
"Lac-Vacher";"NO";"44";"0";"...";"34";"0";"...";"30";"0";"...";"454,03";"0,1";"4 536";"1 166"
"Lac-Walker";"NO";"113";"108";"4,6";"59";"66";"-10,6";"50";"54";"-7,4";"17 162,43";"0,0";"4 203";"1 148"
"Maliotenam";"IRI";"1 610";"1 542";"4,4";"542";"524";"3,4";"528";"505";"4,6";"5,20";"309,7";"1 587";"482"
"Matimekosh 5";"IRI";"661";"638";"3,6";"227";"233";"-2,6";"203";"202";"0,5";"0,69";"963,0";"2 601";"829"
"Port-Cartier";"V";"6 516";"6 799";"-4,2";"3 307";"3 336";"-0,9";"2 918";"2 930";"-0,4";"1 092,75";"6,0";"614";"151"
"Rivière-Mouchalagane";"NO";"15";"5";"200,0";"40";"2";"1 900,0";"6";"2";"200,0";"30 999,10";"0,0";"4 694";"1 178"
"Rivière-Nipissis";"NO";"0";"0";"...";"0";"0";"...";"0";"0";"...";"9 522,28";"0,0";"4 831";"1 194"
"Schefferville 5";"V";"244";"130";"87,7";"209";"222";"-5,9";"127";"68";"86,8";"24,76";"9,9";"3 703";"1 094"
"Sept-Îles";"V";"24 569";"25 400";"-3,3";"12 814";"12 600";"1,7";"11 272";"11 289";"-0,2";"1 742,88";"14,1";"182";"46"
"Uashat 27";"IRI";"1 550";"1 592";"-2,6";"522";"499";"4,6";"493";"481";"2,5";"2,36";"657,2";"1 636";"497"
"Shawinigan";"V";"49 620";"49 349";"0,5";"27 444";"26 953";"1,8";"25 060";"24 410";"2,7";"729,98";"68,0";"105";"22"
"Sherbrooke";"V";"172 950";"161 323";"7,2";"86 019";"80 341";"7,1";"80 476";"73 506";"9,5";"353,40";"489,4";"30";"6"
"Blainville";"V";"59 819";"56 863";"5,2";"22 859";"21 006";"8,8";"22 424";"20 600";"8,9";"54,97";"1 088,2";"95";"18"
"Bois-des-Filion";"V";"10 159";"9 636";"5,4";"4 370";"4 107";"6,4";"4 258";"4 019";"5,9";"4,36";"2 327,8";"420";"107"
"Boisbriand";"V";"28 308";"26 884";"5,3";"11 769";"10 537";"11,7";"11 425";"10 288";"11,1";"27,67";"1 022,9";"165";"41"
"Lorraine";"V";"9 502";"9 352";"1,6";"3 437";"3 381";"1,7";"3 393";"3 326";"2,0";"5,90";"1 609,9";"446";"114"
"Rosemère";"V";"14 090";"13 958";"0,9";"5 340";"5 181";"3,1";"5 249";"5 096";"3,0";"10,68";"1 318,7";"307";"80"
"Sainte-Anne-des-Plaines";"V";"15 221";"14 421";"5,5";"6 005";"5 440";"10,4";"5 882";"5 263";"11,8";"93,44";"162,9";"287";"73"
"Sainte-Thérèse";"V";"26 533";"25 989";"2,1";"13 202";"12 566";"5,1";"12 686";"12 170";"4,2";"9,48";"2 798,9";"172";"42"
"Belleterre";"V";"285";"313";"-8,9";"181";"199";"-9,0";"136";"140";"-2,9";"544,49";"0,5";"3 556";"1 073"
"Béarn 3";"MÉ";"708";"720";"-1,7";"386";"400";"-3,5";"350";"341";"2,6";"496,28";"1,4";"2 504";"796"
"Duhamel-Ouest";"MÉ";"945";"878";"7,6";"470";"520";"-9,6";"394";"372";"5,9";"91,49";"10,3";"2 189";"685"
"Fugèreville";"MÉ";"326";"326";"0,0";"213";"222";"-4,1";"148";"138";"7,2";"157,12";"2,1";"3 428";"1 043"
"Guérin";"CT";"333";"320";"4,1";"210";"198";"6,1";"134";"118";"13,6";"188,52";"1,8";"3 407";"1 041"
"Hunter's Point";"S-É";"5";"10";"-50,0";"28";"32";"-12,5";"4";"6";"-33,3";"1,30";"3,8";"4 760";"1 187"
"Kebaowek 5";"IRI";"326";"291";"12,0";"152";"152";"0,0";"149";"143";"4,2";"0,57";"572,3";"3 428";"1 043"
"Kipawa 5";"MÉ";"446";"499";"-10,6";"325";"325";"0,0";"214";"220";"-2,7";"35,58";"12,5";"3 056";"960"
"Laforce";"MÉ";"320";"231";"38,5";"124";"107";"15,9";"109";"92";"18,5";"436,78";"0,7";"3 442";"1 046"
"Laniel";"NO";"89";"82";"8,5";"185";"165";"12,1";"57";"46";"23,9";"408,20";"0,2";"4 307";"1 154"
"Latulipe-et-Gaboury";"CU";"320";"295";"8,5";"225";"203";"10,8";"159";"144";"10,4";"270,11";"1,2";"3 442";"1 046"
"Laverlochère-Angliers 5";"MÉ";"947";"978";"-3,2";"525";"539";"-2,6";"443";"428";"3,5";"400,83";"2,4";"2 182";"682"
"Les Lacs-du-Témiscamingue";"NO";"10";"15";"-33,3";"15";"20";"-25,0";"6";"5";"20,0";"10 366,89";"0,0";"4 722";"1 179"
"Lorrainville";"MÉ";"1 286";"1 272";"1,1";"602";"609";"-1,1";"570";"556";"2,5";"87,91";"14,6";"1 820";"564"
"Moffet";"MÉ";"206";"187";"10,2";"179";"197";"-9,1";"104";"95";"9,5";"340,31";"0,6";"3 849";"1 114"
"Notre-Dame-du-Nord";"MÉ";"1 090";"1 052";"3,6";"569";"536";"6,2";"511";"490";"4,3";"74,34";"14,7";"2 008";"624"
"Nédélec";"CT";"340";"356";"-4,5";"168";"181";"-7,2";"152";"159";"-4,4";"371,49";"0,9";"3 384";"1 034"
"Rémigny";"MÉ";"287";"280";"2,5";"148";"140";"5,7";"135";"136";"-0,7";"894,05";"0,3";"3 553";"1 071"
"Saint-Bruno-de-Guigues";"MÉ";"1 185";"1 154";"2,7";"604";"613";"-1,5";"497";"471";"5,5";"125,77";"9,4";"1 915";"585"
"Saint-Eugène-de-Guigues";"MÉ";"458";"465";"-1,5";"254";"286";"-11,2";"198";"190";"4,2";"109,52";"4,2";"3 028";"951"
"Saint-Édouard-de-Fabre";"PE";"671";"628";"6,8";"320";"306";"4,6";"287";"266";"7,9";"190,29";"3,5";"2 584";"825"
"Timiskaming";"IRI";"541";"539";"0,4";"208";"194";"7,2";"204";"182";"12,1";"18,39";"29,4";"2 842";"895"
"Témiscaming";"V";"2 368";"2 431";"-2,6";"1 407";"1 447";"-2,8";"1 114";"1 098";"1,5";"710,84";"3,3";"1 239";"350"
"Ville-Marie";"V";"2 464";"2 584";"-4,6";"1 264";"1 350";"-6,4";"1 185";"1 248";"-5,0";"5,83";"422,4";"1 208";"340"
"Winneway";"S-É";"176";"104";"69,2";"59";"65";"-9,2";"57";"59";"-3,4";"0,33";"532,4";"3 949";"1 126"
"Auclair";"MÉ";"447";"448";"-0,2";"264";"265";"-0,4";"212";"202";"5,0";"105,78";"4,2";"3 053";"959"
"Biencourt";"MÉ";"433";"464";"-6,7";"283";"282";"0,4";"235";"234";"0,4";"187,12";"2,3";"3 098";"973"
"Dégelis";"V";"2 884";"2 863";"0,7";"1 518";"1 530";"-0,8";"1 385";"1 343";"3,1";"556,78";"5,2";"1 078";"289"
"Lac-des-Aigles";"MÉ";"495";"512";"-3,3";"289";"286";"1,0";"240";"237";"1,3";"86,63";"5,7";"2 949";"925"
"Lejeune";"MÉ";"246";"262";"-6,1";"165";"176";"-6,3";"132";"126";"4,8";"270,13";"0,9";"3 696";"1 093"
"Packington";"PE";"578";"603";"-4,1";"419";"421";"-0,5";"273";"254";"7,5";"118,75";"4,9";"2 758";"872"
"Pohénégamook";"V";"2 481";"2 582";"-3,9";"1 393";"1 442";"-3,4";"1 171";"1 161";"0,9";"339,99";"7,3";"1 202";"338"
"Rivière-Bleue";"MÉ";"1 261";"1 230";"2,5";"732";"697";"5,0";"611";"566";"8,0";"173,42";"7,3";"1 838";"566"
"Saint-Athanase";"MÉ";"303";"317";"-4,4";"171";"191";"-10,5";"136";"138";"-1,4";"292,63";"1,0";"3 502";"1 057"
"Saint-Elzéar-de-Témiscouata";"MÉ";"311";"321";"-3,1";"154";"155";"-0,6";"138";"128";"7,8";"151,14";"2,1";"3 475";"1 051"
"Saint-Eusèbe";"PE";"587";"593";"-1,0";"276";"265";"4,2";"244";"235";"3,8";"129,56";"4,5";"2 737";"868"
"Saint-Honoré-de-Témiscouata";"MÉ";"763";"741";"3,0";"356";"365";"-2,5";"327";"320";"2,2";"262,97";"2,9";"2 420";"777"
"Saint-Jean-de-la-Lande 3";"MÉ";"232";"248";"-6,5";"178";"186";"-4,3";"126";"120";"5,0";"107,03";"2,2";"3 741";"1 100"
"Saint-Juste-du-Lac";"MÉ";"543";"561";"-3,2";"348";"351";"-0,9";"269";"259";"3,9";"166,94";"3,3";"2 834";"893"
"Saint-Louis-du-Ha! Ha!";"PE";"1 311";"1 292";"1,5";"594";"591";"0,5";"552";"548";"0,7";"112,23";"11,7";"1 807";"560"
"Saint-Marc-du-Lac-Long";"PE";"365";"397";"-8,1";"263";"248";"6,0";"178";"177";"0,6";"148,64";"2,5";"3 302";"1 020"
"Saint-Michel-du-Squatec";"MÉ";"1 076";"1 113";"-3,3";"576";"570";"1,1";"501";"501";"0,0";"361,23";"3,0";"2 023";"630"
"Saint-Pierre-de-Lamy";"MÉ";"122";"117";"4,3";"100";"106";"-5,7";"60";"49";"22,4";"110,63";"1,1";"4 164";"1 145"
"Témiscouata-sur-le-Lac";"V";"5 054";"4 910";"2,9";"2 699";"2 670";"1,1";"2 356";"2 229";"5,7";"218,81";"23,1";"727";"184"
"Coteau-du-Lac";"V";"7 473";"7 044";"6,1";"3 025";"2 743";"10,3";"2 928";"2 645";"10,7";"46,87";"159,4";"549";"135"
"Hudson 4";"V";"5 411";"5 157";"4,9";"2 447";"2 373";"3,1";"2 338";"2 228";"4,9";"21,79";"248,4";"694";"177"
"L'Île-Cadieux";"V";"120";"126";"-4,8";"64";"64";"0,0";"55";"51";"7,8";"0,59";"204,8";"4 170";"1 147"
"L'Île-Perrot";"V";"11 638";"10 756";"8,2";"5 150";"4 831";"6,6";"4 997";"4 688";"6,6";"5,46";"2 130,1";"370";"94"
"Les Coteaux";"MÉ";"5 643";"5 368";"5,1";"2 453";"2 285";"7,4";"2 411";"2 200";"9,6";"11,64";"485,0";"683";"174"
"Les Cèdres";"MÉ";"7 184";"6 777";"6,0";"2 810";"2 693";"4,3";"2 754";"2 607";"5,6";"77,63";"92,5";"574";"143"
"Notre-Dame-de-l'Île-Perrot";"V";"11 427";"10 654";"7,3";"4 156";"3 843";"8,1";"4 070";"3 750";"8,5";"28,06";"407,3";"377";"97"
"Pincourt";"V";"14 751";"14 558";"1,3";"5 786";"5 556";"4,1";"5 640";"5 471";"3,1";"7,10";"2 078,0";"294";"75"
"Pointe-Fortune";"VL";"582";"580";"0,3";"283";"285";"-0,7";"258";"255";"1,2";"8,09";"71,9";"2 747";"870"
"Pointe-des-Cascades";"VL";"1 775";"1 481";"19,9";"762";"672";"13,4";"743";"649";"14,5";"2,74";"646,8";"1 494";"444"
"Rigaud";"V";"7 854";"7 777";"1,0";"3 496";"3 525";"-0,8";"3 311";"3 285";"0,8";"99,20";"79,2";"524";"131"
"Rivière-Beaudette";"MÉ";"2 489";"2 097";"18,7";"1 069";"951";"12,4";"996";"856";"16,4";"18,48";"134,7";"1 199";"337"
"Saint-Clet";"MÉ";"1 700";"1 779";"-4,4";"728";"727";"0,1";"706";"712";"-0,8";"39,32";"43,2";"1 540";"466"
"Saint-Lazare 4";"V";"22 354";"19 917";"12,2";"7 848";"6 834";"14,8";"7 749";"6 759";"14,6";"66,86";"334,3";"201";"52"
"Saint-Polycarpe";"MÉ";"2 372";"2 224";"6,7";"1 030";"947";"8,8";"1 007";"902";"11,6";"69,88";"33,9";"1 238";"349"
"Saint-Télesphore";"MÉ";"754";"759";"-0,7";"352";"345";"2,0";"325";"321";"1,2";"60,10";"12,5";"2 434";"780"
"Saint-Zotique";"MÉ";"9 618";"7 934";"21,2";"4 164";"3 365";"23,7";"3 990";"3 223";"23,8";"25,04";"384,0";"443";"113"
"Sainte-Justine-de-Newton";"MÉ";"947";"922";"2,7";"443";"426";"4,0";"407";"389";"4,6";"84,59";"11,2";"2 182";"682"
"Sainte-Marthe";"MÉ";"1 014";"1 097";"-7,6";"448";"451";"-0,7";"430";"433";"-0,7";"79,60";"12,7";"2 092";"659"
"Terrasse-Vaudreuil";"MÉ";"1 887";"1 986";"-5,0";"829";"830";"-0,1";"809";"809";"0,0";"1,06";"1 782,4";"1 425";"419"
"Très-Saint-Rédempteur";"MÉ";"978";"898";"8,9";"389";"371";"4,9";"381";"350";"8,9";"26,06";"37,5";"2 135";"669"
"Vaudreuil-Dorion";"V";"43 268";"38 117";"13,5";"17 260";"14 853";"16,2";"16 713";"14 453";"15,6";"72,65";"595,5";"120";"27"
"Vaudreuil-sur-le-Lac";"VL";"1 361";"1 341";"1,5";"494";"504";"-2,0";"484";"479";"1,0";"1,38";"983,0";"1 767";"541"
